transaction_id,customer_id,product_id,store_id,timestamp,ts_str,ts_tz,quantity,amount,amount_str,discount_pct,discount_str,payment_method,status,device,channel,hi_value_flag
907,68,45,12,2024-08-09 07:26:29,09-Aug-2024 07:26:29,2024-08-09T07:26:29-05:00,3,102.99,$102.99,0,0%,card,completed,ios,mobile,0
908,275,40,17,2024-06-30 18:07:51,2024-06-30T18:07:51,2024-06-30T18:07:51-05:00,4,113.96,$113.96,0,0%,card,completed,web,desktop,0
909,135,5,11,2024-07-04 18:25:26,2024/07/04 18:25,2024-07-04T18:25:26-05:00,1,178.96,$178.96,0,0%,card,completed,ios,mobile,0
910,3,65,9,2024-12-30 07:05:04,30/12/2024 07:05,2024-12-30T07:05:04-05:00,1,108.3,$108.30,10,10%,cash,completed,ios,mobile,0
911,69,41,13,2024-10-12 17:03:08,2024-10-12T17:03:08,2024-10-12T17:03:08-05:00,1,248.46,$248.46,20,20%,card,pending,android,mobile,0
912,126,6,12,2024-12-08 05:19:51,08-Dec-2024 05:19:51,2024-12-08T05:19:51-05:00,4,403.96,$403.96,5,5%,card,pending,web,desktop,0
913,112,3,17,2024-08-06 20:36:20,06-Aug-2024 20:36:20,2024-08-06T20:36:20-05:00,5,203.73,$203.73,10,10%,wallet,completed,web,desktop,0
914,10,33,13,2025-01-25 14:51:36,2025-01-25T14:51:36,2025-01-25T14:51:36-05:00,3,2104.19,"$2,104.19",5,5%,card,completed,web,desktop,1
915,109,44,10,2024-11-21 04:24:12,21/11/2024 04:24,2024-11-21T04:24:12-05:00,3,690.7,$690.70,0,0%,transfer,completed,ios,mobile,1
916,11,70,12,2024-06-04 02:38:07,2024-06-04T02:38:07,2024-06-04T02:38:07-05:00,3,225.19,$225.19,5,5%,card,pending,web,desktop,0
917,107,40,6,2024-04-17 11:56:08,2024/04/17 11:56,2024-04-17T11:56:08-05:00,4,104.93,$104.93,5,5%,cash,completed,ios,mobile,0
918,35,47,14,2024-02-10 12:42:07,10-Feb-2024 12:42:07,2024-02-10T12:42:07-05:00,2,65.14,$65.14,0,0%,card,completed,android,mobile,0
919,124,23,15,2024-10-15 07:53:42,2024-10-15T07:53:42,2024-10-15T07:53:42-05:00,4,542.9,$542.90,15,15%,transfer,completed,android,mobile,0
920,215,15,3,2024-03-20 16:24:40,2024-03-20T16:24:40,2024-03-20T16:24:40-05:00,2,449.59,$449.59,15,15%,card,completed,web,desktop,0
921,14,50,8,2024-04-06 20:09:43,2024/04/06 20:09,2024-04-06T20:09:43-05:00,5,1051.1,"$1,051.10",0,0%,card,pending,android,mobile,1
922,48,17,15,2024-03-06 03:32:44,06/03/2024 03:32,2024-03-06T03:32:44-05:00,4,498.9,$498.90,5,5%,wallet,completed,web,desktop,0
923,10,36,14,2024-07-30 21:11:54,30-Jul-2024 21:11:54,2024-07-30T21:11:54-05:00,4,561.14,$561.14,5,5%,card,completed,ios,mobile,0
924,277,57,5,2025-02-02 17:35:19,02/02/2025 17:35,2025-02-02T17:35:19-05:00,5,679.08,$679.08,5,5%,card,completed,android,mobile,1
925,149,27,8,2024-12-05 19:04:46,2024-12-05 19:04:46,2024-12-05T19:04:46-05:00,5,173.47,$173.47,15,15%,card,pending,web,desktop,0
926,68,37,6,2024-06-21 11:05:18,21-Jun-2024 11:05:18,2024-06-21T11:05:18-05:00,3,485.86,$485.86,20,20%,cash,completed,android,mobile,0
927,8,59,13,2024-09-28 12:44:17,2024-09-28 12:44:17,2024-09-28T12:44:17-05:00,3,247.35,$247.35,10,10%,card,refunded,web,desktop,0
928,118,70,19,2024-11-18 06:14:20,2024-11-18 06:14:20,2024-11-18T06:14:20-05:00,2,138.69,$138.69,15,15%,cash,completed,web,desktop,0
929,285,57,5,2024-11-03 22:26:15,2024-11-03T22:26:15,2024-11-03T22:26:15-05:00,5,784.93,$784.93,0,0%,cash,completed,web,desktop,1
930,56,59,9,2024-10-17 11:08:50,17/10/2024 11:08,2024-10-17T11:08:50-05:00,3,237.37,$237.37,25,25%,transfer,pending,ios,mobile,0
931,144,51,16,2024-10-26 22:39:29,2024-10-26 22:39:29,2024-10-26T22:39:29-05:00,3,76.58,$76.58,20,20%,card,completed,android,mobile,0
932,187,22,8,2024-10-18 04:52:43,18/10/2024 04:52,2024-10-18T04:52:43-05:00,2,181.25,$181.25,5,5%,transfer,completed,web,desktop,0
933,252,60,19,2024-01-22 21:27:14,2024/01/22 21:27,2024-01-22T21:27:14-05:00,2,145.18,$145.18,15,15%,transfer,completed,android,mobile,0
934,168,42,15,2024-03-17 23:02:35,2024/03/17 23:02,2024-03-17T23:02:35-05:00,5,1124.58,"$1,124.58",5,5%,cash,completed,android,mobile,1
935,237,63,17,2024-04-23 10:33:23,23/04/2024 10:33,2024-04-23T10:33:23-05:00,3,672.4,$672.40,5,5%,card,completed,android,mobile,1
936,200,67,13,2024-01-30 18:01:23,2024/01/30 18:01,2024-01-30T18:01:23-05:00,2,103.87,$103.87,0,0%,cash,completed,web,desktop,0
937,248,27,17,2025-01-01 23:11:53,01/01/2025 23:11,2025-01-01T23:11:53-05:00,4,147.93,$147.93,0,0%,cash,completed,ios,mobile,0
938,81,31,10,2025-07-02 00:08:51,02-Jul-2025 00:08:51,2025-07-02T00:08:51-05:00,1,203.7,$203.70,0,0%,card,completed,ios,mobile,0
939,20,49,10,2024-12-14 10:32:15,2024-12-14T10:32:15,2024-12-14T10:32:15-05:00,5,728.48,$728.48,10,10%,transfer,completed,android,mobile,1
940,133,56,7,2024-01-05 01:53:21,2024-01-05 01:53:21,2024-01-05T01:53:21-05:00,2,363.45,$363.45,5,5%,wallet,completed,web,desktop,0
941,156,58,20,2024-01-15 18:15:29,2024/01/15 18:15,2024-01-15T18:15:29-05:00,2,422.82,$422.82,20,20%,card,completed,android,mobile,0
942,293,48,16,2024-06-16 12:05:44,16/06/2024 12:05,2024-06-16T12:05:44-05:00,2,63.09,$63.09,0,0%,wallet,completed,ios,mobile,0
943,160,26,18,2025-03-02 06:27:09,2025-03-02T06:27:09,2025-03-02T06:27:09-05:00,5,1356.11,"$1,356.11",15,15%,transfer,completed,web,desktop,1
944,120,60,10,2025-02-13 22:22:26,13-Feb-2025 22:22:26,2025-02-13T22:22:26-05:00,1,76.83,$76.83,0,0%,wallet,completed,ios,mobile,0
945,36,65,4,2024-03-27 08:40:23,2024/03/27 08:40,2024-03-27T08:40:23-05:00,4,465.46,$465.46,0,0%,cash,completed,web,desktop,0
946,237,23,16,2024-07-03 13:56:05,2024/07/03 13:56,2024-07-03T13:56:05-05:00,5,746.77,$746.77,20,20%,card,pending,android,mobile,1
947,208,7,19,2024-04-04 15:25:04,2024-04-04 15:25:04,2024-04-04T15:25:04-05:00,1,24.71,$24.71,0,0%,card,completed,ios,mobile,0
948,163,54,15,2024-07-04 04:50:04,04-Jul-2024 04:50:04,2024-07-04T04:50:04-05:00,1,197.79,$197.79,5,5%,card,completed,web,desktop,0
949,239,69,13,2025-05-11 06:55:24,2025-05-11T06:55:24,2025-05-11T06:55:24-05:00,4,67.32,$67.32,5,5%,card,completed,android,mobile,0
950,168,54,16,2024-12-21 01:12:55,2024-12-21 01:12:55,2024-12-21T01:12:55-05:00,4,886.51,$886.51,25,25%,card,completed,web,desktop,1
951,300,31,11,2024-03-27 02:32:27,27-Mar-2024 02:32:27,2024-03-27T02:32:27-05:00,5,963.43,$963.43,0,0%,transfer,completed,web,desktop,1
952,29,48,2,2025-04-08 12:01:19,2025-04-08T12:01:19,2025-04-08T12:01:19-05:00,1,28.54,$28.54,0,0%,card,refunded,android,mobile,0
953,53,44,2,2024-01-13 18:22:37,2024-01-13T18:22:37,2024-01-13T18:22:37-05:00,5,1142.92,"$1,142.92",10,10%,wallet,completed,web,desktop,1
954,75,48,1,2025-03-22 15:39:41,22/03/2025 15:39,2025-03-22T15:39:41-05:00,3,92.64,$92.64,10,10%,cash,completed,web,desktop,0
955,164,71,12,2025-07-12 02:38:13,12/07/2025 02:38,2025-07-12T02:38:13-05:00,2,144.74,$144.74,0,0%,card,completed,android,mobile,0
956,19,47,1,2024-08-14 05:42:12,14-Aug-2024 05:42:12,2024-08-14T05:42:12-05:00,3,95.53,$95.53,0,0%,wallet,completed,ios,mobile,0
957,94,5,18,2024-01-02 05:09:40,2024-01-02T05:09:40,2024-01-02T05:09:40-05:00,5,1008.75,"$1,008.75",15,15%,cash,completed,ios,mobile,1
958,91,33,4,2024-10-01 00:58:03,01/10/2024 00:58,2024-10-01T00:58:03-05:00,1,727.83,$727.83,5,5%,card,completed,web,desktop,1
959,272,22,10,2025-03-19 05:56:33,19-Mar-2025 05:56:33,2025-03-19T05:56:33-05:00,2,162.76,$162.76,0,0%,card,refunded,web,desktop,0
960,297,43,13,2024-05-25 11:47:03,2024-05-25 11:47:03,2024-05-25T11:47:03-05:00,2,67.22,$67.22,0,0%,card,completed,android,mobile,0
961,109,74,2,2025-02-10 14:27:33,2025/02/10 14:27,2025-02-10T14:27:33-05:00,2,208.24,$208.24,0,0%,card,completed,web,desktop,0
962,107,13,12,2024-02-22 13:38:02,2024-02-22T13:38:02,2024-02-22T13:38:02-05:00,1,191.6,$191.60,15,15%,card,completed,web,desktop,0
963,51,52,7,2025-02-26 14:25:22,2025-02-26T14:25:22,2025-02-26T14:25:22-05:00,2,524.43,$524.43,5,5%,card,completed,android,mobile,0
964,62,62,6,2025-01-29 06:46:15,2025-01-29T06:46:15,2025-01-29T06:46:15-05:00,2,514.29,$514.29,0,0%,card,completed,web,desktop,0
965,13,3,3,2024-01-16 19:03:32,16-Jan-2024 19:03:32,2024-01-16T19:03:32-05:00,3,133.6,$133.60,20,20%,card,completed,web,desktop,0
966,101,66,15,2024-12-31 03:57:11,2024-12-31 03:57:11,2024-12-31T03:57:11-05:00,2,84.85,$84.85,0,0%,card,pending,web,desktop,0
967,178,35,17,2025-05-08 17:45:44,08-May-2025 17:45:44,2025-05-08T17:45:44-05:00,2,388.26,$388.26,5,5%,card,completed,android,mobile,0
968,29,7,5,2024-10-16 22:51:39,2024/10/16 22:51,2024-10-16T22:51:39-05:00,1,24.1,$24.10,0,0%,card,completed,ios,mobile,0
969,234,53,7,2024-01-13 14:46:37,2024/01/13 14:46,2024-01-13T14:46:37-05:00,2,240.3,$240.30,0,0%,card,pending,web,desktop,0
970,216,42,13,2024-02-22 11:24:05,2024/02/22 11:24,2024-02-22T11:24:05-05:00,4,804.43,$804.43,10,10%,transfer,completed,ios,mobile,1
971,282,21,4,2024-07-06 06:54:46,2024-07-06 06:54:46,2024-07-06T06:54:46-05:00,2,34.19,$34.19,0,0%,card,completed,ios,mobile,0
972,132,14,20,2025-03-27 23:27:50,2025/03/27 23:27,2025-03-27T23:27:50-05:00,4,667.89,$667.89,5,5%,card,completed,web,desktop,0
973,90,24,17,2024-04-13 14:56:06,2024-04-13 14:56:06,2024-04-13T14:56:06-05:00,3,185.02,$185.02,0,0%,transfer,completed,ios,mobile,0
974,40,68,4,2024-09-30 15:19:48,2024-09-30T15:19:48,2024-09-30T15:19:48-05:00,3,342.53,$342.53,15,15%,transfer,completed,ios,mobile,0
975,142,46,12,2024-09-19 22:58:41,19/09/2024 22:58,2024-09-19T22:58:41-05:00,1,115.41,$115.41,5,5%,card,completed,ios,mobile,0
976,128,58,13,2025-06-15 19:24:29,15-Jun-2025 19:24:29,2025-06-15T19:24:29-05:00,2,442.8,$442.80,0,0%,card,completed,ios,mobile,0
977,14,29,10,2025-06-24 02:59:42,24-Jun-2025 02:59:42,2025-06-24T02:59:42-05:00,2,48.02,$48.02,0,0%,card,completed,ios,mobile,0
978,26,6,16,2025-05-05 16:24:35,05/05/2025 16:24,2025-05-05T16:24:35-05:00,4,430.4,$430.40,0,0%,transfer,completed,android,mobile,0
979,275,18,16,2024-04-14 17:50:03,2024-04-14 17:50:03,2024-04-14T17:50:03-05:00,3,1171.08,"$1,171.08",0,0%,cash,completed,web,desktop,1
980,172,63,10,2025-07-10 04:02:50,10-Jul-2025 04:02:50,2025-07-10T04:02:50-05:00,5,1267.82,"$1,267.82",15,15%,cash,completed,android,mobile,1
981,196,74,1,2024-01-29 17:25:40,2024/01/29 17:25,2024-01-29T17:25:40-05:00,1,99.88,$99.88,5,5%,wallet,completed,android,mobile,0
982,41,15,2,2024-06-05 13:55:42,2024-06-05 13:55:42,2024-06-05T13:55:42-05:00,3,619.38,$619.38,10,10%,transfer,refunded,web,desktop,0
983,113,34,19,2024-06-03 22:23:13,2024-06-03 22:23:13,2024-06-03T22:23:13-05:00,2,381.8,$381.80,25,25%,card,completed,web,desktop,0
984,109,50,20,2024-09-02 03:07:56,2024/09/02 03:07,2024-09-02T03:07:56-05:00,1,183.47,$183.47,0,0%,card,completed,web,desktop,0
985,32,45,9,2025-02-04 07:26:47,04-Feb-2025 07:26:47,2025-02-04T07:26:47-05:00,4,135.11,$135.11,20,20%,cash,completed,android,mobile,0
986,201,24,4,2025-02-25 18:49:33,25-Feb-2025 18:49:33,2025-02-25T18:49:33-05:00,2,129.27,$129.27,5,5%,transfer,completed,ios,mobile,0
987,196,43,4,2024-07-15 18:06:39,2024-07-15 18:06:39,2024-07-15T18:06:39-05:00,2,64.91,$64.91,15,15%,wallet,completed,ios,mobile,0
988,67,4,10,2025-05-17 11:05:57,17/05/2025 11:05,2025-05-17T11:05:57-05:00,4,395.09,$395.09,10,10%,transfer,completed,android,mobile,0
989,157,51,18,2024-08-10 05:29:37,2024/08/10 05:29,2024-08-10T05:29:37-05:00,2,53.05,$53.05,15,15%,cash,completed,android,mobile,0
990,193,5,10,2024-02-07 03:07:54,2024/02/07 03:07,2024-02-07T03:07:54-05:00,5,852.86,$852.86,0,0%,transfer,completed,web,desktop,1
991,51,58,14,2024-07-31 05:07:36,2024-07-31 05:07:36,2024-07-31T05:07:36-05:00,4,943.08,$943.08,10,10%,transfer,pending,web,desktop,1
992,183,57,18,2024-10-12 20:22:28,12-Oct-2024 20:22:28,2024-10-12T20:22:28-05:00,4,618.79,$618.79,25,25%,card,completed,android,mobile,0
993,149,14,2,2024-11-06 16:56:46,06-Nov-2024 16:56:46,2024-11-06T16:56:46-05:00,5,768.88,$768.88,5,5%,card,completed,ios,mobile,1
994,103,37,14,2024-10-27 07:34:51,2024/10/27 07:34,2024-10-27T07:34:51-05:00,5,752.49,$752.49,20,20%,card,completed,ios,mobile,1
995,83,38,2,2024-05-25 02:31:31,25-May-2024 02:31:31,2024-05-25T02:31:31-05:00,4,2590.4,"$2,590.40",0,0%,card,completed,ios,mobile,1
996,104,34,6,2025-06-21 13:05:30,21-Jun-2025 13:05:30,2025-06-21T13:05:30-05:00,5,893.82,$893.82,10,10%,card,completed,web,desktop,1
997,48,48,12,2024-10-12 07:50:34,2024-10-12T07:50:34,2024-10-12T07:50:34-05:00,2,64.15,$64.15,10,10%,transfer,refunded,ios,mobile,0
998,282,28,9,2024-07-26 04:02:02,2024-07-26 04:02:02,2024-07-26T04:02:02-05:00,5,722.4,$722.40,5,5%,card,completed,android,mobile,1
999,32,67,20,2025-07-18 17:46:41,18-Jul-2025 17:46:41,2025-07-18T17:46:41-05:00,4,209.06,$209.06,0,0%,card,completed,web,desktop,0
1000,186,22,12,2024-03-02 07:18:21,02-Mar-2024 07:18:21,2024-03-02T07:18:21-05:00,1,85.04,$85.04,20,20%,card,completed,web,desktop,0
1001,253,57,3,2025-04-12 22:32:36,12/04/2025 22:32,2025-04-12T22:32:36-05:00,4,618.94,$618.94,10,10%,transfer,completed,ios,mobile,0
1002,128,23,15,2025-02-27 16:22:47,2025/02/27 16:22,2025-02-27T16:22:47-05:00,2,286.21,$286.21,10,10%,transfer,completed,android,mobile,0
1003,288,56,20,2024-09-06 11:48:54,2024-09-06 11:48:54,2024-09-06T11:48:54-05:00,5,856.14,$856.14,0,0%,card,completed,ios,mobile,1
1004,249,26,19,2024-03-03 04:35:33,2024/03/03 04:35,2024-03-03T04:35:33-05:00,2,554.15,$554.15,0,0%,card,completed,android,mobile,0
1005,297,52,19,2025-05-28 08:25:38,2025/05/28 08:25,2025-05-28T08:25:38-05:00,5,1293.33,"$1,293.33",15,15%,transfer,completed,web,desktop,1
1006,117,66,14,2024-08-26 01:29:48,26-Aug-2024 01:29:48,2024-08-26T01:29:48-05:00,5,198.65,$198.65,5,5%,transfer,pending,android,mobile,0
1007,199,20,2,2025-04-13 01:40:52,13-Apr-2025 01:40:52,2025-04-13T01:40:52-05:00,3,140.3,$140.30,0,0%,cash,completed,ios,mobile,0
1008,182,39,17,2024-05-09 10:29:01,09-May-2024 10:29:01,2024-05-09T10:29:01-05:00,3,456.95,$456.95,0,0%,card,completed,web,desktop,0
1009,103,35,17,2024-09-30 01:18:38,30-Sep-2024 01:18:38,2024-09-30T01:18:38-05:00,2,421.36,$421.36,20,20%,transfer,completed,ios,mobile,0
1010,189,39,4,2024-02-02 21:33:26,2024/02/02 21:33,2024-02-02T21:33:26-05:00,2,278.87,$278.87,10,10%,card,pending,web,desktop,0
1011,83,44,4,2025-04-22 13:39:44,22-Apr-2025 13:39:44,2025-04-22T13:39:44-05:00,1,253.46,$253.46,10,10%,wallet,completed,ios,mobile,0
1012,120,56,6,2024-08-01 06:04:58,2024-08-01 06:04:58,2024-08-01T06:04:58-05:00,5,822.44,$822.44,0,0%,card,completed,android,mobile,1
1013,290,16,9,2024-02-28 06:52:07,28-Feb-2024 06:52:07,2024-02-28T06:52:07-05:00,5,519.87,$519.87,10,10%,cash,completed,android,mobile,0
1014,258,26,19,2024-10-09 04:36:37,2024-10-09T04:36:37,2024-10-09T04:36:37-05:00,3,841.71,$841.71,15,15%,transfer,completed,android,mobile,1
1015,67,46,8,2025-06-11 17:07:54,11/06/2025 17:07,2025-06-11T17:07:54-05:00,3,330.38,$330.38,0,0%,card,completed,android,mobile,0
1016,77,51,5,2024-01-25 04:30:11,25/01/2024 04:30,2024-01-25T04:30:11-05:00,5,131.97,$131.97,0,0%,card,completed,android,mobile,0
1017,146,55,18,2025-04-16 21:58:47,16-Apr-2025 21:58:47,2025-04-16T21:58:47-05:00,3,1794.14,"$1,794.14",10,10%,cash,completed,ios,mobile,1
1018,147,45,5,2024-01-28 00:41:59,28/01/2024 00:41,2024-01-28T00:41:59-05:00,2,68.39,$68.39,0,0%,wallet,completed,web,desktop,0
1019,283,7,3,2024-02-22 05:19:14,22/02/2024 05:19,2024-02-22T05:19:14-05:00,1,27.96,$27.96,0,0%,card,completed,android,mobile,0
1020,182,6,14,2025-05-16 02:42:27,2025/05/16 02:42,2025-05-16T02:42:27-05:00,1,106.71,$106.71,15,15%,card,completed,web,desktop,0
1021,124,73,14,2024-10-08 06:58:34,08-Oct-2024 06:58:34,2024-10-08T06:58:34-05:00,4,696.99,$696.99,5,5%,cash,completed,web,desktop,1
1022,116,23,2,2025-03-16 14:12:23,2025-03-16 14:12:23,2025-03-16T14:12:23-05:00,5,706.21,$706.21,0,0%,card,completed,ios,mobile,1
1023,163,67,2,2025-04-14 23:47:06,14/04/2025 23:47,2025-04-14T23:47:06-05:00,1,53.26,$53.26,5,5%,card,completed,ios,mobile,0
1024,295,18,6,2025-06-11 10:38:03,11-Jun-2025 10:38:03,2025-06-11T10:38:03-05:00,3,1190.74,"$1,190.74",15,15%,card,completed,android,mobile,1
1025,239,13,2,2024-10-15 03:16:46,2024/10/15 03:16,2024-10-15T03:16:46-05:00,1,197.78,$197.78,25,25%,card,completed,web,desktop,0
1026,260,57,20,2024-12-10 19:37:41,2024-12-10 19:37:41,2024-12-10T19:37:41-05:00,2,287.87,$287.87,20,20%,transfer,completed,web,desktop,0
1027,178,27,20,2025-03-21 18:40:38,21/03/2025 18:40,2025-03-21T18:40:38-05:00,4,147.69,$147.69,0,0%,card,completed,web,desktop,0
1028,28,16,16,2025-02-15 05:50:51,2025/02/15 05:50,2025-02-15T05:50:51-05:00,3,312.42,$312.42,15,15%,cash,completed,web,desktop,0
1029,48,22,17,2024-11-05 03:53:32,2024/11/05 03:53,2024-11-05T03:53:32-05:00,4,342.77,$342.77,5,5%,transfer,completed,web,desktop,0
1030,198,51,15,2025-05-19 12:41:23,2025/05/19 12:41,2025-05-19T12:41:23-05:00,2,54.66,$54.66,5,5%,card,completed,web,desktop,0
1031,273,7,8,2024-07-12 21:05:54,2024-07-12 21:05:54,2024-07-12T21:05:54-05:00,4,96.11,$96.11,0,0%,card,completed,web,desktop,0
1032,65,8,20,2024-01-21 03:03:34,21/01/2024 03:03,2024-01-21T03:03:34-05:00,5,16.51,$16.51,10,10%,transfer,completed,web,desktop,0
1033,299,51,10,2025-01-22 14:51:13,2025-01-22T14:51:13,2025-01-22T14:51:13-05:00,5,143.81,$143.81,10,10%,cash,completed,web,desktop,0
1034,49,38,15,2024-10-27 13:58:03,2024-10-27T13:58:03,2024-10-27T13:58:03-05:00,2,1521.53,"$1,521.53",25,25%,cash,completed,web,desktop,1
1035,29,23,10,2024-04-01 11:13:26,2024/04/01 11:13,2024-04-01T11:13:26-05:00,3,409.08,$409.08,20,20%,transfer,completed,web,desktop,0
1036,251,50,13,2024-07-21 04:09:10,21-Jul-2024 04:09:10,2024-07-21T04:09:10-05:00,1,190.37,$190.37,5,5%,card,pending,web,desktop,0
1037,83,18,1,2024-06-15 15:52:57,2024-06-15T15:52:57,2024-06-15T15:52:57-05:00,1,412.49,$412.49,5,5%,card,completed,web,desktop,0
1038,262,25,9,2024-08-09 19:32:19,09-Aug-2024 19:32:19,2024-08-09T19:32:19-05:00,4,579.4,$579.40,0,0%,transfer,pending,web,desktop,0
1039,280,44,10,2024-06-04 11:35:41,2024-06-04 11:35:41,2024-06-04T11:35:41-05:00,2,511.54,$511.54,0,0%,cash,completed,android,mobile,0
1040,235,13,7,2024-04-15 10:09:39,2024-04-15 10:09:39,2024-04-15T10:09:39-05:00,1,198.99,$198.99,20,20%,card,refunded,android,mobile,0
1041,250,12,10,2024-12-17 02:41:11,17/12/2024 02:41,2024-12-17T02:41:11-05:00,3,53.13,$53.13,0,0%,wallet,completed,ios,mobile,0
1042,234,21,1,2025-07-08 02:10:43,08-Jul-2025 02:10:43,2025-07-08T02:10:43-05:00,4,63.83,$63.83,25,25%,card,completed,ios,mobile,0
1043,217,72,5,2024-03-09 04:32:16,2024/03/09 04:32,2024-03-09T04:32:16-05:00,4,536.19,$536.19,0,0%,card,completed,web,desktop,0
1044,268,66,3,2025-06-02 17:26:09,2025/06/02 17:26,2025-06-02T17:26:09-05:00,4,165.73,$165.73,0,0%,card,completed,android,mobile,0
1045,286,70,2,2025-07-05 02:47:36,2025-07-05 02:47:36,2025-07-05T02:47:36-05:00,5,374.42,$374.42,20,20%,card,pending,web,desktop,0
1046,82,9,17,2025-03-03 04:41:23,2025-03-03T04:41:23,2025-03-03T04:41:23-05:00,5,179.22,$179.22,0,0%,wallet,completed,ios,mobile,0
1047,245,33,13,2024-08-13 12:44:42,2024/08/13 12:44,2024-08-13T12:44:42-05:00,5,3248.56,"$3,248.56",25,25%,card,completed,web,desktop,1
1048,193,32,15,2024-05-02 08:06:38,02/05/2024 08:06,2024-05-02T08:06:38-05:00,4,2487.19,"$2,487.19",10,10%,cash,completed,ios,mobile,1
1049,111,25,18,2024-10-07 18:42:09,2024-10-07T18:42:09,2024-10-07T18:42:09-05:00,4,535.3,$535.30,20,20%,card,completed,web,desktop,0
1050,164,64,17,2024-06-23 04:10:00,2024-06-23 04:10:00,2024-06-23T04:10:00-05:00,2,523.14,$523.14,0,0%,card,completed,ios,mobile,0
1051,193,55,20,2024-06-05 02:32:44,05/06/2024 02:32,2024-06-05T02:32:44-05:00,3,2032.31,"$2,032.31",5,5%,card,completed,ios,mobile,1
1052,296,38,6,2024-07-02 21:04:56,02-Jul-2024 21:04:56,2024-07-02T21:04:56-05:00,4,2958.77,"$2,958.77",5,5%,card,completed,web,desktop,1
1053,78,38,10,2024-01-21 09:58:11,2024/01/21 09:58,2024-01-21T09:58:11-05:00,1,683.9,$683.90,0,0%,transfer,completed,android,mobile,1
1054,6,41,15,2025-03-06 07:42:29,2025-03-06T07:42:29,2025-03-06T07:42:29-05:00,4,1028.12,"$1,028.12",5,5%,card,completed,android,mobile,1
1055,258,17,3,2024-10-13 13:00:09,13-Oct-2024 13:00:09,2024-10-13T13:00:09-05:00,2,258.95,$258.95,20,20%,transfer,completed,web,desktop,0
1056,213,60,12,2025-03-04 11:26:39,04/03/2025 11:26,2025-03-04T11:26:39-05:00,5,360.49,$360.49,15,15%,card,pending,android,mobile,0
1057,169,24,8,2025-04-20 07:32:39,2025-04-20 07:32:39,2025-04-20T07:32:39-05:00,1,68.3,$68.30,10,10%,card,completed,web,desktop,0
1058,210,23,11,2024-02-21 01:38:00,2024/02/21 01:38,2024-02-21T01:38:00-05:00,2,269.18,$269.18,20,20%,cash,refunded,web,desktop,0
1059,280,36,13,2024-11-05 06:14:23,05-Nov-2024 06:14:23,2024-11-05T06:14:23-05:00,2,257.5,$257.50,0,0%,cash,completed,web,desktop,0
1060,228,74,9,2025-02-12 07:40:38,12-Feb-2025 07:40:38,2025-02-12T07:40:38-05:00,5,512.8,$512.80,15,15%,card,pending,web,desktop,0
1061,173,25,14,2024-11-14 00:23:38,2024-11-14T00:23:38,2024-11-14T00:23:38-05:00,3,454.41,$454.41,10,10%,cash,completed,web,desktop,0
1062,292,39,16,2024-02-27 06:48:46,27/02/2024 06:48,2024-02-27T06:48:46-05:00,2,313.66,$313.66,20,20%,wallet,completed,ios,mobile,0
1063,120,46,9,2024-09-03 05:49:26,2024-09-03 05:49:26,2024-09-03T05:49:26-05:00,1,96.83,$96.83,10,10%,card,pending,web,desktop,0
1064,74,54,6,2024-12-15 12:07:57,15-Dec-2024 12:07:57,2024-12-15T12:07:57-05:00,1,205.06,$205.06,5,5%,card,completed,web,desktop,0
1065,168,54,3,2025-06-12 06:09:01,2025-06-12T06:09:01,2025-06-12T06:09:01-05:00,1,202.2,$202.20,0,0%,card,completed,android,mobile,0
1066,185,51,17,2024-09-24 14:13:15,24/09/2024 14:13,2024-09-24T14:13:15-05:00,4,105.29,$105.29,25,25%,cash,completed,web,desktop,0
1067,171,69,17,2025-03-04 05:02:27,2025-03-04T05:02:27,2025-03-04T05:02:27-05:00,3,45.16,$45.16,15,15%,transfer,completed,web,desktop,0
1068,51,16,5,2024-05-21 08:02:19,21/05/2024 08:02,2024-05-21T08:02:19-05:00,3,295.69,$295.69,0,0%,card,completed,web,desktop,0
1069,59,62,17,2024-12-02 00:35:21,2024-12-02T00:35:21,2024-12-02T00:35:21-05:00,4,891.51,$891.51,10,10%,card,completed,web,desktop,1
1070,233,55,16,2024-02-13 00:58:13,2024-02-13 00:58:13,2024-02-13T00:58:13-05:00,1,650.53,$650.53,0,0%,card,completed,web,desktop,0
1071,9,70,13,2025-02-06 10:07:25,06/02/2025 10:07,2025-02-06T10:07:25-05:00,2,155.99,$155.99,5,5%,wallet,completed,web,desktop,0
1072,30,3,12,2024-08-24 05:17:32,24/08/2024 05:17,2024-08-24T05:17:32-05:00,3,141.38,$141.38,0,0%,cash,completed,android,mobile,0
1073,180,29,16,2024-05-05 19:16:58,2024/05/05 19:16,2024-05-05T19:16:58-05:00,4,87.97,$87.97,0,0%,wallet,completed,android,mobile,0
1074,140,75,16,2025-07-04 22:54:33,04/07/2025 22:54,2025-07-04T22:54:33-05:00,4,1506.11,"$1,506.11",0,0%,card,completed,ios,mobile,1
1075,246,55,14,2024-09-25 18:20:15,2024-09-25T18:20:15,2024-09-25T18:20:15-05:00,4,2556.8,"$2,556.80",0,0%,cash,completed,web,desktop,1
1076,290,33,18,2024-08-08 15:02:39,2024-08-08 15:02:39,2024-08-08T15:02:39-05:00,4,2465.21,"$2,465.21",0,0%,wallet,completed,android,mobile,1
